ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1557384_at	0.0148	0.000925	-3.76	-0.826076	-1.74	LOC100506639///ZNF131	uncharacterized LOC100506639///zinc finger protein 131
230375_at	0.0148	0.000926	-3.76	-0.826811	-1.91	PNISR	PNN interacting serine and arginine rich protein
221496_s_at	0.0148	0.000926	-3.76	-0.826815	-2.35	TOB2	transducer of ERBB2, 2
242507_at	0.0148	0.000926	-3.76	-0.826973	-1.62	UBXN7-AS1	UBXN7 antisense RNA 1
242052_at	0.0148	0.000926	-3.76	-0.827307	-1.5		
234110_at	0.0148	0.000926	-3.76	-0.827426	-2.66	LOC283075	uncharacterized LOC283075
243088_at	0.0149	0.000929	-3.76	-0.830001	-1.59		
223868_s_at	0.0149	0.00093	-3.76	-0.830951	-1.96	WWOX	WW domain containing oxidoreductase
214072_x_at	0.0149	0.000931	-3.76	-0.831557	-1.65	NENF	neudesin neurotrophic factor
234508_at	0.0149	0.000931	-3.76	-0.831662	-1.7		
1554770_x_at	0.0149	0.000931	-3.76	-0.832478	-1.92	ZNF785	zinc finger protein 785
1557382_x_at	0.0149	0.000934	-3.76	-0.834958	-1.94	AGAP11	ArfGAP with GTPase domain, ankyrin repeat and PH domain 11
1557070_at	0.0149	0.000934	-3.76	-0.835168	-2.11	TFAP2A-AS1	TFAP2A antisense RNA 1
233025_at	0.0149	0.000934	-3.76	-0.835524	-2.29	PDZD2	PDZ domain containing 2
234597_at	0.0149	0.000935	-3.76	-0.836194	-2.18		
229706_at	0.0149	0.000936	-3.76	-0.836872	-2.02	TCERG1	transcription elongation regulator 1
237082_at	0.015	0.000938	-3.76	-0.839221	-2.04		
223882_at	0.015	0.000938	-3.76	-0.839403	-1.33	FAM172A	family with sequence similarity 172 member A
225867_at	0.015	0.000939	-3.76	-0.839869	-1.94	VASN	vasorin
216096_s_at	0.015	0.000941	-3.76	-0.842494	-1.04	NRXN1	neurexin 1
1566096_x_at	0.015	0.000942	-3.76	-0.842899	-2.2		
233405_at	0.015	0.000942	-3.76	-0.843056	-1.61		
1569746_s_at	0.015	0.000945	-3.76	-0.846294	-1.45	OSER1-AS1	OSER1 antisense RNA 1 (head to head)
240471_at	0.015	0.000945	-3.76	-0.846648	-1.93		
1556590_s_at	0.015	0.000946	-3.76	-0.84684	-2.7		
238142_at	0.015	0.000946	-3.75	-0.847107	-2.21		
239709_at	0.015	0.000947	-3.75	-0.847992	-1.53		
232721_at	0.015	0.000947	-3.75	-0.848413	-2.08	TRIM55	tripartite motif containing 55
238917_s_at	0.015	0.000949	-3.75	-0.849754	-2.0	DENND5B	DENN domain containing 5B
202412_s_at	0.015	0.000949	-3.75	-0.849775	-1.83	USP1	ubiquitin specific peptidase 1
234037_s_at	0.015	0.000949	-3.75	-0.850245	-1.72		
202822_at	0.015	0.000949	-3.75	-0.850473	-1.08	LPP	LIM domain containing preferred translocation partner in lipoma
235961_at	0.0151	0.000952	-3.75	-0.852814	-2.06	GPR161	G protein-coupled receptor 161
209997_x_at	0.0151	0.000952	-3.75	-0.853511	-1.96	PCM1	pericentriolar material 1
1560492_at	0.0151	0.000953	-3.75	-0.85394	-1.66		
240052_at	0.0151	0.000953	-3.75	-0.853974	-2.36	ITPR1	inositol 1,4,5-trisphosphate receptor type 1
1563800_at	0.0151	0.000955	-3.75	-0.856398	-1.85	LOC100506870///LOC283140	uncharacterized LOC100506870///uncharacterized LOC283140
237180_at	0.0151	0.000956	-3.75	-0.857114	-2.22		
241620_at	0.0151	0.000957	-3.75	-0.857782	-1.27	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1
235167_at	0.0151	0.000957	-3.75	-0.85788	-1.46	LOC100190986	uncharacterized LOC100190986
234199_at	0.0151	0.000957	-3.75	-0.858318	-1.21		
213815_x_at	0.0152	0.000961	-3.75	-0.861981	-1.43	CACTIN	cactin, spliceosome C complex subunit
236837_x_at	0.0152	0.000962	-3.75	-0.863201	-1.32	MIPEPP3	mitochondrial intermediate peptidase pseudogene 3
232797_at	0.0152	0.000965	-3.75	-0.865695	-1.58		
244607_at	0.0152	0.000965	-3.75	-0.866353	-2.4		
1560525_at	0.0152	0.000966	-3.75	-0.867114	-1.17		
215066_at	0.0153	0.000971	-3.74	-0.872126	-1.79	PTPRF	protein tyrosine phosphatase, receptor type F
241754_at	0.0153	0.000972	-3.74	-0.872732	-2.03	SCAI	suppressor of cancer cell invasion
233985_x_at	0.0153	0.000973	-3.74	-0.873784	-1.11	PPP1R9A	protein phosphatase 1 regulatory subunit 9A
222790_s_at	0.0153	0.000974	-3.74	-0.87444	-1.06	RSBN1	round spermatid basic protein 1
240656_at	0.0153	0.000974	-3.74	-0.874458	-1.22		
240442_at	0.0153	0.000975	-3.74	-0.875654	-2.31		
240383_at	0.0153	0.000975	-3.74	-0.875684	-2.52	UBE2D3	ubiquitin conjugating enzyme E2 D3
232503_at	0.0153	0.000975	-3.74	-0.876055	-2.21		
226806_s_at	0.0153	0.000976	-3.74	-0.876799	-1.0	NFIA	nuclear factor I A
239762_at	0.0153	0.000976	-3.74	-0.876825	-1.59	LOC286437	uncharacterized LOC286437
202435_s_at	0.0154	0.00098	-3.74	-0.880429	-2.08	CYP1B1	cytochrome P450 family 1 subfamily B member 1
1559038_at	0.0154	0.000981	-3.74	-0.881413	-1.22	SEPT2	septin 2
240212_at	0.0154	0.000982	-3.74	-0.882293	-2.03	LOC101930370	uncharacterized LOC101930370
1554448_at	0.0154	0.000982	-3.74	-0.882788	-1.28	JPX	JPX transcript, XIST activator (non-protein coding)
236307_at	0.0154	0.000986	-3.74	-0.885918	-2.04		
210347_s_at	0.0154	0.000986	-3.74	-0.886625	-1.3	BCL11A	B-cell CLL/lymphoma 11A
1561362_at	0.0154	0.000988	-3.74	-0.88821	-2.34		
224933_s_at	0.0155	0.000989	-3.74	-0.889482	-1.1	JMJD1C	jumonji domain containing 1C
204794_at	0.0155	0.000995	-3.73	-0.894768	-2.0	DUSP2	dual specificity phosphatase 2
233359_at	0.0155	0.000996	-3.73	-0.895898	-1.14	TNRC6C	trinucleotide repeat containing 6C
227344_at	0.0155	0.000997	-3.73	-0.896463	-1.49	IKZF1	IKAROS family zinc finger 1
236949_at	0.0155	0.000997	-3.73	-0.897224	-1.94		
1554229_at	0.0155	0.000998	-3.73	-0.897417	-1.28	CREBRF	CREB3 regulatory factor
231848_x_at	0.0156	0.001	-3.73	-0.903268	-1.12	ZNF207	zinc finger protein 207
1556203_a_at	0.0157	0.00101	-3.73	-0.906032	-1.85	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2
227512_at	0.0157	0.00101	-3.73	-0.906128	-1.46	MEX3A	mex-3 RNA binding family member A
1556344_at	0.0157	0.00101	-3.73	-0.906746	-1.74	LOC150051	uncharacterized LOC150051
201868_s_at	0.0157	0.00101	-3.73	-0.908384	-2.11	TBL1X	transducin (beta)-like 1X-linked
1556291_at	0.0157	0.00101	-3.73	-0.908602	-1.96	POM121L12	POM121 transmembrane nucleoporin like 12
1568916_at	0.0157	0.00101	-3.73	-0.909304	-2.41	SPIRE2	spire type actin nucleation factor 2
217620_s_at	0.0157	0.00101	-3.73	-0.910747	-2.82	PIK3CB	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta
1557580_at	0.0157	0.00101	-3.73	-0.911454	-1.84		
235936_at	0.0157	0.00101	-3.73	-0.911756	-1.89	MIR9-3HG	MIR9-3 host gene
1561029_at	0.0157	0.00101	-3.73	-0.912614	-1.72	LINC01425	long intergenic non-protein coding RNA 1425
230163_at	0.0157	0.00101	-3.73	-0.913028	-1.7	GFRA1	GDNF family receptor alpha 1
210933_s_at	0.0157	0.00102	-3.73	-0.914922	-1.15	FSCN1	fascin actin-bundling protein 1
234451_at	0.0158	0.00102	-3.73	-0.916318	-1.83		
1558345_a_at	0.0158	0.00102	-3.72	-0.919131	-1.13	LOC439911	uncharacterized LOC439911
1555598_a_at	0.0158	0.00102	-3.72	-0.921291	-2.18	DUSP19	dual specificity phosphatase 19
231311_at	0.0158	0.00102	-3.72	-0.921644	-1.33		
1557409_at	0.0158	0.00102	-3.72	-0.922173	-2.52		
236054_at	0.0158	0.00102	-3.72	-0.922632	-1.83		
236966_at	0.0158	0.00102	-3.72	-0.922667	-1.45	ARMC8	armadillo repeat containing 8
1570511_at	0.0158	0.00103	-3.72	-0.923312	-2.17	ARHGEF10L	Rho guanine nucleotide exchange factor 10 like
206852_at	0.0158	0.00103	-3.72	-0.924344	-2.85	EPHA7	EPH receptor A7
242040_at	0.0158	0.00103	-3.72	-0.925323	-1.56	GCNT7	glucosaminyl (N-acetyl) transferase family member 7
204859_s_at	0.0159	0.00103	-3.72	-0.926497	-1.17	APAF1	apoptotic peptidase activating factor 1
1560477_a_at	0.0159	0.00103	-3.72	-0.927003	-2.01	SAMD11	sterile alpha motif domain containing 11
1568702_a_at	0.0159	0.00103	-3.72	-0.928415	-2.07	PAAF1	proteasomal ATPase associated factor 1
219824_at	0.0159	0.00103	-3.72	-0.931434	-1.87	SLC13A4	solute carrier family 13 member 4
239992_at	0.0159	0.00103	-3.72	-0.932036	-1.7		
1564002_a_at	0.0159	0.00104	-3.72	-0.932503	-1.79	AK9	adenylate kinase 9
244679_at	0.0159	0.00104	-3.72	-0.933359	-1.92		
1565834_a_at	0.0159	0.00104	-3.72	-0.933999	-2.21		
219163_at	0.0159	0.00104	-3.72	-0.934059	-1.1	ZNF562	zinc finger protein 562
1567055_at	0.016	0.00104	-3.72	-0.935309	-2.08	OR1C1	olfactory receptor family 1 subfamily C member 1
1562162_at	0.016	0.00104	-3.72	-0.937038	-1.72		
243646_at	0.016	0.00105	-3.72	-0.941866	-1.06		
217375_at	0.0161	0.00105	-3.71	-0.944187	-2.44		
238279_x_at	0.0161	0.00105	-3.71	-0.944377	-1.18		
234122_at	0.0161	0.00105	-3.71	-0.948912	-1.53		
232046_at	0.0161	0.00105	-3.71	-0.949731	-1.86	KIAA1217	KIAA1217
235800_at	0.0162	0.00106	-3.71	-0.951818	-1.39		
1557504_at	0.0162	0.00106	-3.71	-0.95193	-1.96		
1559154_at	0.0162	0.00106	-3.71	-0.952562	-2.14		
243291_at	0.0162	0.00106	-3.71	-0.952791	-2.28		
215344_at	0.0162	0.00106	-3.71	-0.95443	-2.46		
238688_at	0.0162	0.00106	-3.71	-0.95544	-2.08	TPM1	tropomyosin 1 (alpha)
215198_s_at	0.0162	0.00106	-3.71	-0.955688	-1.78	CALD1	caldesmon 1
1555031_at	0.0162	0.00106	-3.71	-0.956921	-1.78		
240367_at	0.0162	0.00106	-3.71	-0.9578	-1.89		
220898_at	0.0162	0.00107	-3.71	-0.959854	-1.49		
1565811_at	0.0162	0.00107	-3.71	-0.960488	-2.0		
1564067_x_at	0.0163	0.00107	-3.71	-0.961324	-2.34	TMEM151B	transmembrane protein 151B
208496_x_at	0.0163	0.00107	-3.71	-0.962938	-1.41	HIST1H3G	histone cluster 1, H3g
223658_at	0.0163	0.00107	-3.71	-0.963478	-1.94	KCNK6	potassium two pore domain channel subfamily K member 6
241293_x_at	0.0163	0.00107	-3.71	-0.965705	-1.88		
233393_at	0.0163	0.00107	-3.7	-0.967073	-1.55		
241481_at	0.0163	0.00108	-3.7	-0.96823	-1.85	FAM81A	family with sequence similarity 81 member A
226097_at	0.0163	0.00108	-3.7	-0.968913	-1.05	FNDC5	fibronectin type III domain containing 5
230713_at	0.0164	0.00108	-3.7	-0.970912	-1.54		
1564882_at	0.0164	0.00108	-3.7	-0.975166	-1.94		
1569159_at	0.0165	0.00109	-3.7	-0.981025	-1.9	LZTS1	leucine zipper tumor suppressor 1
237747_at	0.0166	0.0011	-3.7	-0.987286	-2.03	LOC100507281	uncharacterized LOC100507281
236962_at	0.0166	0.0011	-3.7	-0.987528	-2.36		
238430_x_at	0.0166	0.0011	-3.7	-0.988569	-1.37	SLFN5	schlafen family member 5
240231_at	0.0166	0.0011	-3.7	-0.988671	-1.65		
235861_at	0.0167	0.0011	-3.69	-0.992601	-1.51		
220946_s_at	0.0167	0.0011	-3.69	-0.992812	-1.45	SETD2	SET domain containing 2
217653_x_at	0.0167	0.0011	-3.69	-0.993648	-1.29		
240123_at	0.0167	0.00111	-3.69	-0.994866	-2.15	PEX26	peroxisomal biogenesis factor 26
237828_at	0.0167	0.00111	-3.69	-0.995363	-1.28	SRRM4	serine/arginine repetitive matrix 4
243149_at	0.0167	0.00111	-3.69	-0.998407	-1.12		
234135_x_at	0.0168	0.00111	-3.69	-1.002063	-1.37		
1552611_a_at	0.0168	0.00112	-3.69	-1.00408	-1.85	JAK1	Janus kinase 1
242736_at	0.0168	0.00112	-3.69	-1.005138	-1.29		
244617_at	0.0168	0.00112	-3.69	-1.005534	-1.6	GPR26	G protein-coupled receptor 26
1554447_at	0.0168	0.00112	-3.69	-1.006725	-1.8	JPX	JPX transcript, XIST activator (non-protein coding)
1553186_x_at	0.0168	0.00112	-3.69	-1.00767	-2.11	RASEF	RAS and EF-hand domain containing
239866_at	0.0168	0.00112	-3.69	-1.009228	-1.08		
214552_s_at	0.0169	0.00113	-3.69	-1.011738	-1.38	RABEP1	rabaptin, RAB GTPase binding effector protein 1
232205_at	0.0169	0.00113	-3.69	-1.013563	-1.31		
205594_at	0.0169	0.00113	-3.69	-1.01407	-1.81	ZNF652	zinc finger protein 652
237388_at	0.0169	0.00113	-3.68	-1.014246	-1.47		
232192_at	0.0169	0.00113	-3.68	-1.01498	-1.03	LOC153811///RNF130	uncharacterized LOC153811///ring finger protein 130
1557180_at	0.0169	0.00113	-3.68	-1.015167	-1.06	C11orf87	chromosome 11 open reading frame 87
240399_at	0.017	0.00114	-3.68	-1.020034	-1.55		
1558934_a_at	0.017	0.00114	-3.68	-1.020168	-2.01	GTF2H5	general transcription factor IIH subunit 5
43544_at	0.017	0.00114	-3.68	-1.021364	-1.0	MED16	mediator complex subunit 16
244366_at	0.017	0.00114	-3.68	-1.022186	-2.28	LOC100506371	uncharacterized LOC100506371
225420_at	0.017	0.00114	-3.68	-1.022219	-1.08	GPAM	glycerol-3-phosphate acyltransferase, mitochondrial
240859_at	0.017	0.00114	-3.68	-1.023284	-1.68	ZFYVE16	zinc finger FYVE-type containing 16
216301_at	0.017	0.00114	-3.68	-1.024221	-1.97		
220720_x_at	0.017	0.00114	-3.68	-1.024457	-1.54	MZT2B	mitotic spindle organizing protein 2B
229728_at	0.017	0.00114	-3.68	-1.025102	-1.93		
240339_at	0.017	0.00114	-3.68	-1.026173	-1.86		
1555590_a_at	0.017	0.00114	-3.68	-1.0264	-1.73	GATA1	GATA binding protein 1
210479_s_at	0.017	0.00114	-3.68	-1.02678	-2.15	RORA	RAR related orphan receptor A
227762_at	0.017	0.00115	-3.68	-1.02825	-1.05		
244696_at	0.0171	0.00115	-3.68	-1.03002	-1.18		
243014_at	0.0171	0.00115	-3.68	-1.030529	-2.13		
1569719_at	0.0171	0.00115	-3.68	-1.031983	-2.59	BCL2L14	BCL2 like 14
213816_s_at	0.0171	0.00115	-3.68	-1.033102	-2.3	MET	MET proto-oncogene, receptor tyrosine kinase
236809_at	0.0171	0.00115	-3.68	-1.033651	-2.15		
230368_at	0.0171	0.00115	-3.68	-1.033704	-2.11	ERF	ETS2 repressor factor
1569293_x_at	0.0171	0.00115	-3.68	-1.033974	-2.08	CROCCP2	ciliary rootlet coiled-coil, rootletin pseudogene 2
1556813_at	0.0171	0.00116	-3.68	-1.03604	-2.24		
239559_at	0.0171	0.00116	-3.68	-1.037154	-1.99		
235208_at	0.0172	0.00116	-3.67	-1.04054	-1.0	CCDC112	coiled-coil domain containing 112
212964_at	0.0172	0.00116	-3.67	-1.040541	-1.22	HIC2	hypermethylated in cancer 2
238372_s_at	0.0172	0.00116	-3.67	-1.042608	-2.15		
219028_at	0.0172	0.00116	-3.67	-1.043215	-1.51	HIPK2	homeodomain interacting protein kinase 2
1553205_at	0.0172	0.00117	-3.67	-1.04432	-1.19	C20orf166-AS1	C20orf166 antisense RNA 1
244691_at	0.0172	0.00117	-3.67	-1.044665	-1.59	SETD5	SET domain containing 5
1560297_at	0.0172	0.00117	-3.67	-1.045907	-2.14		
204623_at	0.0173	0.00117	-3.67	-1.047848	-1.94	TFF3	trefoil factor 3
224355_s_at	0.0173	0.00117	-3.67	-1.048344	-1.78	MS4A8	membrane spanning 4-domains A8
209750_at	0.0173	0.00117	-3.67	-1.049303	-1.28	NR1D2	nuclear receptor subfamily 1 group D member 2
207003_at	0.0173	0.00117	-3.67	-1.049935	-2.12	GUCA2A	guanylate cyclase activator 2A
230912_at	0.0173	0.00117	-3.67	-1.051686	-1.92	ASPDH	aspartate dehydrogenase domain containing
1570230_at	0.0173	0.00118	-3.67	-1.054841	-2.03	LOC101927884	uncharacterized LOC101927884
1562899_at	0.0174	0.00118	-3.67	-1.057169	-1.76		
240625_at	0.0174	0.00118	-3.67	-1.058676	-1.93		
233870_at	0.0174	0.00118	-3.67	-1.059984	-1.85	NAV1	neuron navigator 1
230509_at	0.0174	0.00119	-3.66	-1.063496	-1.12	SNX22	sorting nexin 22
237236_x_at	0.0175	0.00119	-3.66	-1.065497	-1.76	LINC00202-2	long intergenic non-protein coding RNA 202-2
204387_x_at	0.0175	0.00119	-3.66	-1.067352	-1.11	MRPL57	mitochondrial ribosomal protein L57
1560531_at	0.0175	0.00119	-3.66	-1.067803	-1.87	LCE1B	late cornified envelope 1B
241590_at	0.0175	0.00119	-3.66	-1.068186	-1.73		
236934_at	0.0175	0.0012	-3.66	-1.069453	-2.67		
204549_at	0.0176	0.0012	-3.66	-1.071869	-1.23	IKBKE	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon
208137_x_at	0.0176	0.0012	-3.66	-1.071879	-1.26	ZNF611	zinc finger protein 611
233321_x_at	0.0176	0.0012	-3.66	-1.074643	-1.35	LOC90834///BRD1	uncharacterized protein BC001742///bromodomain containing 1
237072_at	0.0176	0.0012	-3.66	-1.074997	-1.96		
238446_at	0.0176	0.0012	-3.66	-1.075851	-1.93	NAIP	NLR family apoptosis inhibitory protein
241798_at	0.0176	0.00121	-3.66	-1.076421	-1.94		
243560_at	0.0176	0.00121	-3.66	-1.078849	-2.08		
241242_at	0.0177	0.00121	-3.66	-1.081012	-2.4		
213059_at	0.0177	0.00121	-3.66	-1.082304	-2.13	CREB3L1	cAMP responsive element binding protein 3 like 1
239124_at	0.0177	0.00121	-3.66	-1.082613	-1.94		
210426_x_at	0.0177	0.00122	-3.66	-1.08444	-1.57	RORA	RAR related orphan receptor A
232455_x_at	0.0177	0.00122	-3.66	-1.084566	-1.4	LOC340085	uncharacterized LOC340085
232820_s_at	0.0177	0.00122	-3.65	-1.086208	-1.64	GTSF1L	gametocyte specific factor 1 like
1562898_at	0.0178	0.00122	-3.65	-1.087542	-2.61		
220552_at	0.0178	0.00122	-3.65	-1.088544	-2.16	TRPC5	transient receptor potential cation channel subfamily C member 5
232469_x_at	0.0178	0.00122	-3.65	-1.088545	-1.4	SSBP3-AS1	SSBP3 antisense RNA 1
217081_at	0.0178	0.00122	-3.65	-1.089943	-1.58	OR2H2	olfactory receptor family 2 subfamily H member 2
244054_at	0.0178	0.00122	-3.65	-1.090671	-1.29		
1560277_a_at	0.0178	0.00122	-3.65	-1.091283	-1.9	C12orf80	chromosome 12 open reading frame 80
219919_s_at	0.0178	0.00123	-3.65	-1.094967	-2.21	SSH3	slingshot protein phosphatase 3
223059_s_at	0.0178	0.00123	-3.65	-1.095092	-1.7	FAM107B	family with sequence similarity 107 member B
1563975_at	0.0179	0.00123	-3.65	-1.096409	-1.97	RNF130	ring finger protein 130
237483_at	0.0179	0.00123	-3.65	-1.097583	-1.56		
220405_at	0.0179	0.00123	-3.65	-1.098379	-1.04	SNTG1	syntrophin gamma 1
238883_at	0.0179	0.00123	-3.65	-1.09901	-1.37		
235803_at	0.0179	0.00124	-3.65	-1.099891	-1.58		
1554670_at	0.0179	0.00124	-3.65	-1.10003	-2.17	GGA1	golgi associated, gamma adaptin ear containing, ARF binding protein 1
220071_x_at	0.0179	0.00124	-3.65	-1.10147	-1.25	HAUS2	HAUS augmin like complex subunit 2
232992_at	0.0179	0.00124	-3.65	-1.101689	-1.71	SAYSD1	SAYSVFN motif domain containing 1
237239_at	0.0179	0.00124	-3.65	-1.105214	-2.27		
214265_at	0.0179	0.00124	-3.65	-1.105257	-2.21	ITGA8	integrin subunit alpha 8
1553768_a_at	0.0179	0.00124	-3.65	-1.105725	-2.11	DCBLD1	discoidin, CUB and LCCL domain containing 1
240592_at	0.0179	0.00124	-3.65	-1.105756	-1.05	LCORL	ligand dependent nuclear receptor corepressor like
237438_at	0.0179	0.00124	-3.65	-1.106614	-1.25		
1558854_a_at	0.0179	0.00125	-3.65	-1.107225	-1.54		
232588_at	0.0179	0.00125	-3.65	-1.107322	-1.99	STAG1	stromal antigen 1
1557845_at	0.018	0.00125	-3.65	-1.108906	-2.36	DISC1FP1	DISC1 fusion partner 1 (non-protein coding)
51192_at	0.018	0.00125	-3.65	-1.108972	-1.21	SSH3	slingshot protein phosphatase 3
232099_at	0.0181	0.00126	-3.64	-1.114931	-1.29	PCDHB16	protocadherin beta 16
212488_at	0.0181	0.00126	-3.64	-1.116029	-1.94	COL5A1	collagen type V alpha 1 chain
236710_at	0.0181	0.00126	-3.64	-1.11746	-1.73	C1orf87	chromosome 1 open reading frame 87
217446_x_at	0.0181	0.00126	-3.64	-1.117486	-1.62		
229636_at	0.0181	0.00126	-3.64	-1.119115	-1.74	CYB561D2	cytochrome b561 family member D2
210746_s_at	0.0181	0.00126	-3.64	-1.119279	-1.81	EPB42	erythrocyte membrane protein band 4.2
1569077_x_at	0.0182	0.00127	-3.64	-1.123691	-1.56	ZNF836	zinc finger protein 836
1557719_at	0.0182	0.00127	-3.64	-1.123735	-1.82	PIKFYVE	phosphoinositide kinase, FYVE-type zinc finger containing
232919_at	0.0182	0.00127	-3.64	-1.123933	-1.96	AFG3L2	AFG3 like matrix AAA peptidase subunit 2
1555948_s_at	0.0182	0.00127	-3.64	-1.126042	-1.31	FAM120A	family with sequence similarity 120A
242461_at	0.0182	0.00127	-3.64	-1.126145	-1.82		
220707_s_at	0.0182	0.00128	-3.64	-1.130247	-1.34	FOXRED2	FAD dependent oxidoreductase domain containing 2
206122_at	0.0182	0.00128	-3.64	-1.130414	-1.28	SOX15	SRY-box 15
217205_at	0.0182	0.00128	-3.64	-1.130434	-1.29	LOC100420758	poly(A) binding protein nuclear 1 pseudogene
1557437_a_at	0.0183	0.00128	-3.64	-1.132418	-3.21		
241588_at	0.0183	0.00128	-3.64	-1.132728	-1.96		
241522_at	0.0183	0.00128	-3.63	-1.133475	-1.5	LINC00454	long intergenic non-protein coding RNA 454
237954_x_at	0.0183	0.00128	-3.63	-1.135249	-1.75	ARHGEF40	Rho guanine nucleotide exchange factor 40
1557814_a_at	0.0183	0.00128	-3.63	-1.136009	-1.12		
222768_s_at	0.0183	0.00128	-3.63	-1.136615	-1.09	TRMT6	tRNA methyltransferase 6
239549_at	0.0184	0.00129	-3.63	-1.140325	-2.43		
232762_at	0.0184	0.00129	-3.63	-1.140521	-2.64	KIAA1217	KIAA1217
1562230_at	0.0184	0.00129	-3.63	-1.142674	-1.98		
223747_x_at	0.0184	0.00129	-3.63	-1.143073	-1.77	WWOX	WW domain containing oxidoreductase
216835_s_at	0.0184	0.00129	-3.63	-1.14326	-1.51	DOK1	docking protein 1
1557737_s_at	0.0184	0.0013	-3.63	-1.145963	-1.72	NKTR	natural killer cell triggering receptor
231891_at	0.0184	0.0013	-3.63	-1.149088	-1.94	STAMBPL1	STAM binding protein like 1
40016_g_at	0.0184	0.0013	-3.63	-1.149173	-1.05	MAST4	microtubule associated serine/threonine kinase family member 4
233977_at	0.0184	0.0013	-3.63	-1.149858	-1.61	GREB1L	growth regulation by estrogen in breast cancer 1 like
236617_at	0.0185	0.00131	-3.63	-1.152013	-2.33		
238936_at	0.0185	0.00131	-3.63	-1.152545	-1.77	TMEM178B	transmembrane protein 178B
1565579_at	0.0185	0.00131	-3.62	-1.156926	-1.92		
208178_x_at	0.0185	0.00131	-3.62	-1.157012	-1.53	TRIO	trio Rho guanine nucleotide exchange factor
236043_at	0.0186	0.00131	-3.62	-1.157437	-1.75	LOC100130175///BBIP1	uncharacterized LOC100130175///BBSome interacting protein 1
1563259_at	0.0186	0.00131	-3.62	-1.157726	-1.67		
81811_at	0.0186	0.00132	-3.62	-1.158966	-1.27		
214814_at	0.0186	0.00132	-3.62	-1.160118	-1.95	YTHDC1	YTH domain containing 1
1565389_s_at	0.0186	0.00132	-3.62	-1.160863	-1.86	GRM5	glutamate metabotropic receptor 5
216877_at	0.0186	0.00132	-3.62	-1.161919	-1.65	LOC100505498	uncharacterized LOC100505498
1562718_at	0.0186	0.00132	-3.62	-1.163663	-2.26	LOC102724449	uncharacterized LOC102724449
220940_at	0.0186	0.00132	-3.62	-1.165048	-1.85	ANKRD36B	ankyrin repeat domain 36B
225874_at	0.0187	0.00133	-3.62	-1.167206	-1.96	UBALD1	UBA like domain containing 1
244104_at	0.0187	0.00133	-3.62	-1.169083	-1.6	MGAT3	mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase
1555754_s_at	0.0187	0.00133	-3.62	-1.170595	-1.53	ATN1	atrophin 1
235639_at	0.0188	0.00134	-3.62	-1.174963	-2.15	CDH19	cadherin 19
211323_s_at	0.0188	0.00134	-3.62	-1.176991	-1.08	ITPR1	inositol 1,4,5-trisphosphate receptor type 1
239071_at	0.0188	0.00134	-3.62	-1.177051	-1.44	RBBP4	RB binding protein 4, chromatin remodeling factor
239130_at	0.0188	0.00134	-3.62	-1.178007	-1.87	MIR3671///MIR101-1	microRNA 3671///microRNA 101-1
216604_s_at	0.0188	0.00134	-3.62	-1.178644	-2.02	SLC7A8	solute carrier family 7 member 8
206948_at	0.0189	0.00135	-3.61	-1.181364	-1.86	NEU3	neuraminidase 3
236907_at	0.0189	0.00135	-3.61	-1.183584	-1.52		
1563482_at	0.0189	0.00135	-3.61	-1.183625	-1.76		
240205_x_at	0.019	0.00136	-3.61	-1.18905	-1.34		
233473_x_at	0.019	0.00136	-3.61	-1.189072	-2.3		
233240_at	0.019	0.00136	-3.61	-1.189571	-2.22		
39248_at	0.019	0.00136	-3.61	-1.190296	-1.67	AQP3	aquaporin 3 (Gill blood group)
212994_at	0.019	0.00136	-3.61	-1.191237	-1.13	THOC2	THO complex 2
1563226_at	0.0191	0.00137	-3.61	-1.195123	-2.21	SLC38A10	solute carrier family 38 member 10
208246_x_at	0.0191	0.00137	-3.61	-1.197505	-1.45		
